Fundacion Universitaria del Area Andina,Higher Education Institutions,Colombia,2012-01-03,Latin America and the Caribbean,https://www.areandina.edu.co/,cfernandez@areandina.edu.co,
Fundación Universitaria Los Libertadores ,Higher education institution / University,Colombia,2025-03-15,,Www.ulibertadores.edu.co,angela.merchan@libertadores.edu.co,
Future University in Egypt,Higher Education Institutions,Egypt,2022-04-21,Africa,https://www.fue.edu.eg/,asaeed@fue.edu.eg,
FuturED,International Networks & Organizations,United Kingdom,2022-07-18,Europe,https://www.futured.app/en/,juan.davila@futured.org.uk,
GAFM International Board of Standards,International network or organization,United States,2024-04-02,North America,http://gafm.com,ceo@gafm.com,
Gandhi Institute of Technology and Management,Higher Education Institutions,India ,2022-10-17,Asia-Pacific,https://www.gitam.edu/,lessokess@gmail.com,
General Sir John Kotelawala Defence University ,Higher education institution / University,Sri Lanka ,2024-04-02,,www.kdu.ac.lk,thiliniwije@kdu.ac.lk,
Geneva Tsinghua Initiative for the Sustainable Development Goals,Higher Education Institutions,,2016-04-01,,https://gt-initiative.org/,francois.grey@unige.ch,
George Mason University,Higher Education Institutions,United States of America,2012-01-02,North America,https://www.gmu.edu/,president@gmu.edu,
Georgia Institute of Technology,Higher Education Institutions University,United States of America,2023-07-11,North America,www.gatech.edu,camila.monteiro@univali.br,
German Rectors' Conference,National/regional network or organization,Germany,2024-04-02,,https://www.hrk.de/home/,bracker@hrk.de,
Gitam University Bangalore Campus,Higher Education Institutions,India ,2022-10-25,Asia-Pacific,https://www.gitam.edu/academics/gitam-campuses/bengaluru-campus,lessokess@gmail.com,
Glasgow Caledonian University,Higher Education Institutions,United Kingdom,2012-01-02,Europe,https://www.gcu.ac.uk/,pamela.gillies@gcu.ac.uk,
Global Academy of Finance and Management  - International Board of Standards,International network or organization,USA,2024-04-02,North America,http://www.gafm.com,ceo@gafm.com,
Global Association of the Master's in Development Practice (MDP) Program,International network or organization,Global,2024-04-02,,www.mdpglobal.org,rodriguezlucia209@gmail.com,
Global Business School Network (GBSN),International Networks & Organizations,United States of America,2012-02-01,North America,https://gbsn.org/,dleclair@gbsn.org,
Global Climate Innovation Center,International network or organization,United States,2024-04-02,,http://www.gcic-sdg.org/,president@gcic-sdgs.org,
Global Education for Sustainability Foundation ,International network or organization,United Kingdom,2023-07-11,Europe,http://www.gesfoundation.org/,deepak.mohapatra@tat.ac.in,
Global Educational & Professional Excellence Academy (GEPEA UNIVERSITY),Higher education institution / University,Portugal,2024-04-02,,https://www.gepea.education,gepea.university@gmail.com,
Global Goodwill Ambassadors Foundation,International Networks & Organizations,United States of America,2023-02-27,North America,https://www.globalgoodwillambassadors.org/,lisajones@globalgoodwillambassadors.org,
Global Interfaith University,Higher Education Institutions University,United States of America,2023-07-11,North America, https://www.globalinterfaithuniversity.net/,vinithag@yorku.ca,
Global Management Research Institute,International network or organization,Nigeria ,2025-03-15,,https://gmrinstitute.org/,Meetjosephige1@gmail.com,
Global University of Boston,Higher education institution / University,United States,2024-04-02,North America,www.uniboston.org,sanjib@uniboston.org,
Globally Responsible Leadership Initiative (GRLI),International Networks & Organizations,Belgium,2012-02-01,Europe,https://grli.org/,john.north@grli.org; florlibrizzi@gmail.com;,
Glocal University,Higher education institution / University,India,2025-03-15,,https://glocaluniversity.edu.in/,yusuf1020@gmail.com,
Golestan University,Higher Education Institutions,Ireland,2023-03-24,Europe,gu.ac.ir,biglari.a@gmail.com,
Gordon Institute of Business Science,Higher Education Institutions,South Africa,2012-01-02,Africa,https://www.gibs.co.za/pages/default.aspx,thwaitsc@gibs.co.za,
"Górnośląska Wyższa Szkoła Handlowa im. W. Korfantego, Katowice School of Economics",Higher Education Institutions,Poland,2012-01-02,Europe,https://www.gwsh.pl/katowice-business-university/,rektor@gwsh.pl,
Gotland University,Higher Education Institutions,Sweden,2012-01-02,Europe,https://www.campusgotland.uu.se/en,petra.lindberg@uadm.uu.se,
Government college university faisalabad pakistan,Higher education institution / University,pakistan,2025-03-15,,https://gcuf.edu.pk,bushranaoreen@gcuf.edu.pk,
Govt Madhav Science College Ujjain,Higher education institution / University,India,2024-04-02,Asia-Pacific,mvmujjain.org,singhkalpana297@gmail.com,
"Govt. College, Dehra Distt. Kangra (HP)",Higher Education Institutions,India,2023-12-28,Asia-Pacific,https://www.gdcdehra.in/,tlcgcdehra@gmail.com,
Govt. Madhav Science College Ujjain,Higher education institution / University,India,2024-04-02,Asia-Pacific,mvmujjain.org,singhkalpana297@gmail.com,
Graduate Academic Program for Educators and Practitioners,Higher Education Institutions,,2014-07-02,,,kumsd@kusoed.edu.np,
Graduate Women International (GWI),International Networks & Organizations,Switzerland,2023-08-09,Europe,https://graduatewomen.org,maryella.hannum@gmail.com,
Great Lakes Institute Management,Higher education institution / University,India,2025-03-15,,https://www.greatlakes.edu.in/chennai/,lakshmipriya.h@greatlakes.edu.in,
Great Zimbabwe University,Higher education institution / University,Zimbabwe,2024-04-02,Africa,www.gzu.ac.zw,kundainasheeverson@gmail.com,
Grenoble Ecole de Management,Higher Education Institutions,France ,2012-01-02,Europe,https://en.grenoble-em.com/,jaclyn.rosebrook-collignon@grenoble-em.com,
Grenoble Institute of Technology,Higher Education Institutions,France ,2012-01-02,Europe,https://www.grenoble-inp.fr/,durable.vp@grenoble-inp.fr,
"Griffith Business School, Griffith University",Higher Education Institutions,Australia,2012-01-02,Asia-Pacific,https://www.griffith.edu.au/griffith-business-school,pvc-bus@griffith.edu.au,
Griffith University,Higher Education Institutions,Australia,2022-08-11,Asia-Pacific,https://www.griffith.edu.au/,s.benner@griffith.edu.au,
Groupe ESC Pau,Higher Education Institutions,France ,2012-01-02,Europe,https://www.esc-pau.fr/,patrice.cailleba@esc-pau.fr,
Groupe ESC Toulouse (Toulouse Business School),Higher Education Institutions,France ,2012-01-02,Europe,https://www.esc-toulouse.fr/,c.delpuech@esc-toulouse.fr,
Groupe Sup de Co La Rochelle,Higher Education Institutions,France ,2012-01-02,Europe,https://www.fortlewis.edu/academics/majors-programs/study-abroad/programs/la-rochelle-business-school,"petitf@esc-larochelle.fr; PHILSKOLLE@ORANGE.FR, VERNIERE@ESC-LAROCHELLE.FR, helfrichv@esc-larochelle.fr, baudind@esc-larochelle.fr,",
Groupe Sup de Co Montpellier Business School,Higher Education Institutions,France ,2012-01-02,Europe,https://www.montpellier-bs.com/international/,c.cazi@supco-montpellier.fr,
Guangdong University of Foreign Studies,Higher education institution / University,China,2025-03-15,,https://english.gdufs.edu.cn,zhang_lw88@hotmail.com or 202270003@oamail.gdufc.edu.cn,
Gulf Medical University,Higher Education Institutions,United Arab Emirates,2023-11-29,Western Asia,https://gmu.ac.ae,dr.sheeba@gmu.ac.ae,
Gulf University ,Higher Education Institutions,Bahrain ,2022-06-26,Western Asia,https://www.gulfuniversity.edu.bh/,qaa@gulfuniversity.edu.bh,
GUNI-AP,National/ Regional Networks & Organizations,,2024-04-02,Asia-Pacific,https://www.guninetwork.org/,,
Guru Gobind Singh Indraprastha University ,Higher education institution / University,India ,2024-04-02,,http://www.ipu.ac.in,"aks.es.10@gmail.com, akaushik@ipu.ac.in",
"Guru Nanak Dev Engineering College, Ludhiana",Higher education institution / University,India,2025-03-15,,https://gndec.ac.in/,uvraj_23@yahoo.co.in,
Gyan Chandra Shrivatava Govt.P.G.College Damoh M.P.,Higher Education Institutions,India ,2022-10-17,Asia-Pacific,http://www.gcgpgcollegedamoh.com/,pg_collegedamoh@yahoo.co.in; drnrsuman@gamil.com,
Hallford University,Higher education institution / University,United States,2024-04-02,,hallford.education,official@hallford.education,
HAN University of Applied Science,Higher Education Institutions,The Netherlands,2012-01-02,Europe,https://www.hanuniversity.com/,jan.oosting@han.nl,
Hankuk University of Foreign Studies,Higher education institution / University,Republic of Korea,2025-03-15,,https://www.hufs.ac.kr,jiyeon.lee@hufs.ac.kr,
Hanzehogeschool Groningen,Higher Education Institutions,The Netherlands,2012-01-02,Europe,https://www.hanze.nl/,info@org.hanze.nl,
Haramaya University,Higher education institution / University,ETHIOPIA,2024-04-02,Africa,https://www.haramaya.edu.et/,alemzenagash@gmail.com,
Hasanuddin University,Higher Education Institutions,Indonesia,2023-10-02,Asia-Pacific,www.unhas.ac.id,ansariadi@unhas.ac.id,
Haute école spécialisée de Suisse occidentale de Genève,Higher Education Institutions,Switzerland,2012-01-02,Europe,https://www.hes-so.ch/en/homepage,francois.abbe-decarroux@hesge.ch,
Hautes Etudes d’Ingénieurs HEI,Higher Education Institutions,France ,2012-01-02,Europe,,sandrine.lefebvre@hei.fr,
Hazara University Mansehra ,Higher Education Institutions,Pakistan ,2023-01-10,Asia-Pacific,www.hu.edu.pk,asianaz@awkum.edu.pk,
HEC Pakistan ,Government,Pakistan ,2023-09-26,Asia-Pacific,https://www.hec.gov.pk/english/Pages/default.aspx,pqshah@hec.gov.pk,
Heliopolis University for Sustainable Development,Higher education institution / University,Egypt,2024-04-02,Western Asia,hu.edu.eg,dalia.khalil@hu.edu.eg,
Help Me See Inc.,International network or organization,United States,2024-04-02,,www.helpmesee.org,hinaben@helpmesee.org,
Helsinki Espana – University Network,Higher Education Institutions,Spain,2012-01-03,Europe,https://helsinkiespana.org/en/,anieto@humandimension.com,
Helsinki Metropolia University of Applied Sciences,Higher Education Institutions,Finland,2012-01-02,Europe,https://www.metropolia.fi/en,riitta.konkola@metropolia.fi,
High Fliers University of America,Higher Education Institutions,The Netherlands,2023-08-09,Europe,https://hfua.org,info@hfua.org,
Higher Colleges of Technology,Higher Education Institutions,United Arab Emirates,2023-09-11,Western Asia,www.hct.ac.ae,nbettio@hct.ac.ae,
Higher Education Association Sustainability Consortium ,National/regional network or organization,United States of America,2012-02-01,North America,https://www.aashe.org/partners/heasc/,kathleen.ng@mcgill.ca,
,,,,,,,
Higher Education for Good Foundation and Youth Talks,Foundation,France ,2023-08-09,Europe,https://youth-talks.org/en/      https://www.higheredforgood.org/,chloe.alves@higheredforgood.org,
Higher Education Quality and Assessment Group,International Networks & Organizations,Syria,2022-10-02,Western Asia,https://heranking.com/,ir@lighthouseacademy.org,
Higher Institute of Sciences and Technologies of the Environment of Borj Cédria,Higher Education Institutions,Tunisia,2022-06-01,Africa,,yossrsbais@hotmail.com,
"Higher School of Professional Business Studies, Novi Sad",Higher Education Institutions,Serbia,2012-01-02,Europe,http://www.vps.ns.ac.rs/,vpskola@uns.ac.rs,
Hispanic Association of Colleges and Universities (HACU),National/ Regional Networks & Organizations,United States of America,,North America,https://www.hacu.net/hacu/default.asp,,
Hogeschool-Universiteit Brussel,Higher Education Institutions,Belgium,2012-01-02,Europe,https://www.odisee.be/en,dirk.deceulaer@odisee.be,
Högskolan Väst,Higher Education Institutions,Sweden,2012-01-02,Europe,https://www.hv.se/,kerstin.noren@hv.se,
Hokkaido University,Higher Education Institutions,Japan,2012-01-02,Asia-Pacific,https://www.global.hokudai.ac.jp/,aua@sustain.hokudai.ac.jp,
Holy Spirit University of Kaslik - USEK,Higher Education Institutions,Lebanon,2023-08-09,Western Asia,www.usek.edu.lb,"dalidasneifer@usek,.edu.lb",
Hong Kong Institute of Education for Sustainable Development,Higher Education Institutions,China,2022-06-02,Asia-Pacific,https://hiesd.org/wp/,Gryphon.Sou@gmail.com,
Humber College,Higher education institution / University,Canada,2025-03-15,,https://humber.ca/sustainability/,lindsay.walker@humber.ca,
IADT Dun Laoghaire,Higher education institution / University,Republic of Ireland,2024-04-02,,Www.iadt.ie,Sivakumar.Ramachandran@iadt.ie,
Iblam School of Law,Higher education institution / University,Indonesia,2025-03-15,,https://iblam.ac.id,aisha@iblam.ac.id,
IBS International Business School STP,Higher education institution / University,Sao Tomé and Principe,2025-03-15,,www.ibs-futureducation.com,info@lookatmepro.com,
ICN Business School Nancy- Metz,Higher Education Institutions,France ,2012-01-02,Europe,https://www.icn-artem.com/en/,jean-claude.grass@icn-groupe.fr,
IDE: Initiatives for Development and Education ,National/regional network or organization,Ghana,2025-03-15,,www.idegh.org,ab.essuman@idegh.org,
Idlib University,Higher Education Institutions,Syria,2023-02-02,Western Asia,https://idlib.university/,un.q.a@idlib.university,
IDSCON,National/ Regional Networks & Organizations,India ,2022-09-19,Asia-Pacific,,idscon22@gmail.com,
IE University,Higher Education Institutions,Spain,2022-12-19,Europe,https://www.ie.edu/,nicole.rosow@ie.edu,
IEDC-Bled School of Management,Higher Education Institutions,Slovenia,2012-01-02,Europe,https://www.iedc.si/,info@iedc.si,
IESE Business School ,Higher education institution / University,Spain,2025-03-15,,https://www.iese.edu/,faccorsi@iese.edu,
IIE School of Hospitality and Service Management,Higher education institution / University,South Africa,2025-03-15,,https://www.iiehsm.com/,nsulelo@iiehsm.com,
IIT Bombay,Higher Education Institutions,India ,2023-08-09,Asia-Pacific,www.iitb.ac.in,malishcm@iitb.ac.in,
IIT Jodhpur,Higher Education Institutions,India ,2023-04-04,Asia-Pacific,https://iitj.ac.in/,head_cetsd@iitj.ac.in,
Iloilo State University of Fisheries Science and Technology ,Higher education institution / University,Philippines,2025-03-15,,isufst.edu.ph,jbayona@isufst.edu.ph,
IMC Krems,Higher education institution / University,Austria,2025-03-15,,www.imc.ac.at,andrea.lane@imc.ac.at,
IMT Atlantique,Higher Education Institutions,France ,2023-09-26,Europe,https://www.imt-atlantique.fr/fr,annya.requile@imt-atlantique.fr,
"Indian Institute of Management, Udaipur",Higher Education Institutions,India ,2023-01-10,Asia-Pacific,https://www.iimu.ac.in/,upendra.dem2022@iimu.ac.in,
Indian Institute of Science Bangalore,Higher education institution / University,India,2025-03-15,,https://iisc.ac.in/,surbhi.dahiya19925@gmail.com,
Indian Institute of Technology Jodhpur,Higher Education Institutions,India ,2023-08-09,Asia-Pacific,https://iitj.ac.in/,arjundas@iitj.ac.in,
Indian Institute of Technology Kharagpur (IITKgp),Higher education institution / University,India,2025-03-15,,https://www.iitkgp.ac.in/,sudhagoel@civil.iitkgp.ac.in,
Indian Institute of Technology of Giwahati,Higher Education Institutions,India ,2022-06-21,Asia-Pacific,https://www.iitg.ac.in/,harshc@iitg.ac.in ,
Indian Institute of Technology of Madras,Higher Education Institutions,India ,2022-08-08,Asia-Pacific,https://www.iitm.ac.in/,global.relations@ge.iitm.ac.in,
"Indira Gandhi University , Meerpur , Rewari ",Higher education institution / University,India ,2025-03-15,,www.igu.ac.in,manojkjaain@gmail.com,
Indus Core Education Foundation,International Networks & Organizations,India,2023-12-28,Asia-Pacific,https://induseducationfoundation.org/,atul_joshi@icloud.com,
INNOVEMOS,National/ Regional Networks & Organizations,,2024-04-02,Latin America and the Caribbean,,,
Innovimiento,National / Rational Networks & Organizations,Mexico,2022-10-17,Latin America and the Caribbean,https://www.innovimiento.org/,tajonar@innovimiento.org ,
INQAAHE,International network or organization,Netherland,2025-03-15,,inqaahe.org,olguncicek@yahoo.com,
Inscape Education Group,Higher Education Institutions,South Africa,2022-06-07,Africa,https://www.inscape.ac/,sue.giloi@inscape.co.za,
Institut Catholique D’arts et Métiers,Higher Education Institutions,France ,2012-01-03,Europe,https://www.icam.fr/,contact@icam.fr,
Institut de Formation des Cadres et d'Appui au Développement (IFOCAD),Higher Education Institutions,Haiti,2023-01-23,Latin America and the Caribbean,https://www.facebook.com/IFOCAD-Institut-de-Formation-des-Cadres-et-dAppui-au-D%C3%A9veloppement-117573816282236/,ifocadinternational@gmail.com,
Institut de Physique Nucléaire Orsay (IPNO),Higher Education Institutions,France ,2012-01-02,Europe,http://ipnweb.in2p3.fr/,delpech@ipno.in2p3.fr,
Institut des sciences et industries du vivant et de l’environnement,Higher Education Institutions,France ,2012-01-02,Europe,https://www.agroparistech.fr/,gilles.trystram@agroparistech.fr,
Institut des Sciences Moléculaires d'Orsay,Higher Education Institutions,France ,2013-01-02,Europe,http://www.ismo.universite-paris-saclay.fr/,thomas.pino@u-psud.fr,
Institut ICADES,Higher Education Institutions,Mauritania,2023-12-28,Africa,www.icades.onlc.eu,icadsu@icad.coselearn.org,
Institut International de lcologie Industrielle et de lconomie Verte,Higher Education Institutions,Switzerland,2014-01-02,Europe,https://2iecologie.ch/,communication@2iecologie.ch,
Institut national de la recherche scientifique (INRS),Higher Education Institutions,Canada ,2023-08-09,North America,https://inrs.ca/,developpement.durable@inrs.ca,
"Institut national supérieur des sciences agronomiques, de l’alimentation et de l’environnement",Higher Education Institutions,France ,2012-01-02,Europe,http://www.agrosupdijon.fr/,claude.bernhard@agrosupdijon.fr,
Institut Pasteur de Nouvelle-Calédonie,Higher Education Institutions,New Caledonia,2015-01-02,Europe,https://www.institutpasteur.nc/,diripnc@pasteur.nc,
Institut Polytechnique LaSalle Beauvais,Higher Education Institutions,France ,2012-01-02,Europe,https://www.unilasalle.fr/en,maxime.agnes@lasalle-beauvais.fr,
Institut Teknologi Sepuluh Nopember (ITS),Higher education institution / University,Indonesia,2024-04-02,,https://www.its.ac.id/,international@its.ac.id,
"Institute for Sustainability and Social Justice, Sacred Heart University",Higher education institution / University,United States of America,2025-03-15,,https://www.sacredheart.edu/offices--departments-directory/institute-for-sustainability--social-justice/,bartholomewk@sacredheart.edu,
"Institute for Sustainable Commerce, Gordon S. Lang School of Business and Economics, University of Guelph",Higher Education Institutions,Canada ,2023-08-09,North America,https://www.uoguelph.ca/lang/sustainability,rdhalla@uoguelph.ca,
Institute of Business Administration,Higher education institution / University,Pakistan,2025-03-15,,www.iba.edu.pk,mpatel@iba.edu.pk,
Institute of Commonwealth Studies,Higher Education Institutions,United Kingdom,2022-09-19,Europe,https://www.sas.ac.uk/,nsjwatts@gmail.com,
Institute of Economics at Tbilisi State University (TSU),Higher Education Institutions,Georgia,2022-10-17,Europe,https://www.pgie.tsu.ge/?lang=2,gocha.goguadze@tsu.ge,
,,,,,,,
Institute of Health and Management,Higher Education Institutions,Australia,2022-03-07,Asia-Pacific,https://ihm.edu.au/,lim.leemeng2@gmail.com,
"Institute of Health Professions Education, Sri Balaji Vidyapeeth Deemed University, India",Higher education institution / University,India,2025-03-15,,https://sbvu.ac.in/ihpe/ ,sethuramankr@sbvu.ac.in ,
"Institute of Technology & Management, Gwalior",Higher Education Institutions,India,2023-12-28,Asia-Pacific,https://www.itmgoi.in,ashutoshshanker.trivedi@itmgoi.in,
Institution for Advancement of Sustainability Competency,National/ Regional Networks & Organizations,India ,2022-06-12,Asia-Pacific,,kk7devan@gmail.com,
Institutional Sustainability and Resiliency,Higher Education Institutions,United States of America,2012-01-02,North America,,malichte@esf.edu,
Instituto Arnaiz de Estudios e Investigación ,International Sustainability Training Institute ,Spain,2023-07-11,Europe,www.institutoarnaiz.com,kat.thorne@qmul.ac.uk,
Instituto de Estudios para la Sustentabilidad Corporativa,Higher Education Institutions,Argentina,2012-01-02,Latin America and the Caribbean,https://sustentabilidad.org.ar/es/,mag@sustentabilidad.org.ar,
Instituto Federal de Educação Ciência e Tecnologia de Sao Paulo,Higher education institution / University,Brazil,2025-03-15,,www.ifsp.edu.br,rodrigo.delphino@ifsp.edu.br,
Instituto Global de Gestão da Sustentabilidade (IGS),National/ Regional Networks & Organizations,Brazil ,,Latin America and the Caribbean,,,
Instituto Profesional AIEP,Higher Education Institutions,Chile,2022-04-05,Latin America and the Caribbean,http://www.aiep.cl/,marcela.vaccaro@aiep.cl,
Instituto Superior de Administração e Economia,Higher Education Institutions,Brazil ,2012-01-02,Latin America and the Caribbean,https://isaebrasil.com.br/,norman@isaebrasil.com.br,
Instituto Superior de Educación Administración y Desarrollo,Higher Education Institutions,Spain,2012-01-02,Europe,,programas@isead.es,
Instituto Superior de Engenharia de Lisboa,Higher Education Institutions,Portugal,2012-01-02,Europe,https://www.isel.pt/,presidente@isel.pt,
Instituto Superior de Engenharia do Porto,Higher Education Institutions,Portugal,2012-01-02,Europe,https://www.isep.ipp.pt/,jsr@isep.ipp.pt,
Instituto Superior de Letras Eduardo Mallea,Higher Education Institutions University,Argentina,2023-07-11,Latin America and the Caribbean,www.institutomallea.edu.ar,joseph.fullerton@uconn.edu,
Instituto Superior Tecnológico Argos,Higher education institution / University,Ecuador,2025-03-15,,https://tecnologicoargos.edu.ec/,mbustamante@tecnologicoargos.edu.ec,
INTE-PUCP,Higher Education Institutions University,Peru,2023-07-11,Latin America and the Caribbean,https://inte.pucp.edu.pe/en/,matyas.denes@szte.hu,
Interdisciplinary Transformation University Austria,Higher Education Institutions,Austria,2024-01-17,Europe,it-u.at,carla@idsa.at,
International Agriculture University,Higher Education Institutions,Uzbekistan ,2023-08-09,Asia-Pacific,www.iau.uz,muhammadumaraslam@iau.uz,
International Agriculture University Uzbekistan ,Higher education institution / University,Uzbekistan ,2024-04-02,,www.iau.uz,umaraslam118@gmail.com / muhammadumaraslam@iau.uz,
International Assiciation of Universities,International Networks & Organizations,France ,2012-02-01,Europe,https://www.iau-aiu.net/,i.toman@iau-aiu.net; h.vantland@iau-aiu.net,
International Association for Biblical Education ,Biblical Education ,India ,2024-04-02,,www.iabeinternational.org,iabeinternational15@gmail.com,
"International College of Management, Sydney",Higher Education Institutions,Australia,2022-10-25,Asia-Pacific,https://www.icms.edu.au/,nwatt@icms.edu.au,
International Culture University (ICU),Higher Education Institutions,Bangladesh ,2012-01-02,Asia-Pacific,http://www.icu-edu.org/,president@icu-edu.org,
International Graduate School of Theology,Higher education institution / University,England,2024-04-02,Europe,https://ntaasia.org/international-graduate-school-of-theology-igst/,igstforasia@gmail.com,
International Information Technology University,Higher education institution / University,Kazakhstan,2025-03-15,,https://iitu.edu.kz/en/,mtemirbekova@iitu.edu.kz,
International Institute for Water and Environmental Engineering,Higher Education Institutions,Burkina Faso,2012-01-02,Africa,https://talloiresnetwork.tufts.edu/international-institute-for-water-and-environmental-engineering-burkina-faso/,2ie@2ie-edu.org,
International Institute of Business,Higher Education Institutions,Ukraine,2012-01-02,Europe,https://iib.com.ua/en/,Inna.Kasabova@iib.com.ua,
International Islamic University of Malaysia (IIUM),Higher Education Institutions,Malaysia,2022-07-06,Asia-Pacific,https://www.iium.edu.my/v2/,zainalsanusi@iium.edu.my,
"International Islamic University, Islamabad",Higher education institution / University,Pakistan,2024-04-02,Western Asia,www.iiu.edu.pk,advinzeyousafzai4744@gmail.com,
INTERNATIONAL MANAGEMENT ACADEMY FOR DIGITAL ECONOMY (I-MADE ACADEMY),Higher education institution / University,INDIA,2025-03-15,,www.imadeacademy.com,ar.sparklemind@gmail.com,
International Management Institute of St. Petersburg,Higher Education Institutions,Russia,2012-01-02,Europe,https://imisp.ru/en/,mordovin@imisp.ru,
International Model United Nations Association ,International network or organization,United States ,2024-04-02,North America,https://imuna.org/,adivak28@gmail.com,
International Sakharov Environmental University,Higher Education Institutions,Belarus,2012-01-02,Europe,https://www.iseu.bsu.by/en/,pazniak@iseu.by,
International School for Social and Business Studies,Higher Education Institutions,Slovenia,2012-01-02,Europe,https://mfdps.si/en/,srecko.natek@mfdps.si,
International Society for Poverty Elimination/ Economic Alliance Group,International Networks & Organizations,Nigeria ,2022-09-19,Africa,https://nehmapglobal.org/,nehap.initiative@yahoo.co.uk,
International Sustainable Campus Network (ISCN),International Networks & Organizations,Switzerland,2012-02-01,Europe,https://international-sustainable-campus-network.org/,melissa.goodall@yale.edu,
International University for Science and Technology,Higher Education Institutions,Syria,2023-09-11,Western Asia,https://iust.edu.sy/en/sdgiust-en/,sdgiust@iust.edu.sy,
International University for the Humanities and Development ,Higher Education Institutions,Turkmenistan,2022-06-14,Asia-Pacific,https://iuhd.edu.tm/,contact@iuhd.edu.tm,
International University of Information Technology,Higher education institution / University,Kazakhstan,2025-03-15,,https://iitu.edu.kz/en/,mtemirbekova@iitu.edu.kz,
International University of Monaco (IUM),Higher Education Institutions,Morocco,2012-01-02,Europe,https://www.monaco.edu/,apatras@monaco.edu,
International University of Rabat,Higher Education Institutions,Morocco,2022-10-04,Africa,https://www.uir.ac.ma/,oussama.alami-marrouni@uir.ac.ma,
Interregional Academy of Personnel Management,Higher education institution / University,Ukraine,2024-04-02,,https://maup.com.ua/,bozhkov.andrii@maup.com.ua,
INTI International University,Higher Education Institutions,Malaysia,2023-10-11,Asia-Pacific,https://newinti.edu.my/campuses/inti-international-university/?utm_source=google_local_dualdegreeaward2&utm_medium=banner&utm_campaign=2022c1google&gclid=EAIaIQobChMImNXInIbcgQMVRiuDAx0o4wH6EAAYASAAEgLjOfD_BwE#find-a-programme,kuokthong.song@newinti.edu.my,
IPES Business School,Higher Education Institutions,Haïti,2024-01-17,Latin America and the Caribbean,www.ipes-bs.com,edelinmangnan@gmail.com,
Iqra University,Higher Education Institutions,Pakistan ,2023-08-09,Asia-Pacific,www.iqra.edu.pk,humaira.anwar@iqra.edu.pk,
Iranian Research Institute for Information Science and Technology (IranDoc),Higher education institution / University,Iran,2025-03-15,,https://en.irandoc.ac.ir/,rasuli@irandoc.ac.ir,
Islamic University of Madina,Higher Education Institutions,Saudi Arabia,2022-10-25,Western Asia,https://ie.edu.sa,it.dean@iu.edu.sa,
ISMANS,Higher Education Institutions,France ,2012-01-02,Europe,https://www.ismans.fr/,ismans@ismans.fr,
Issykkul State University,Higher Education Institutions,Kyrgyzstan,2012-01-02,Asia-Pacific,,indepiksu@gmail.com,
Istanbul Bilgi University,Higher Education Institutions,Turkey,2012-01-02,Asia-Pacific,https://www.bilgi.edu.tr/en/,sanver@bilgi.edu.tr,
İstanbul Medipol University,Higher education institution / University,Turkiye,2024-04-02,,https://www.medipol.edu.tr,bengi.atun@medipol.edu.tr,
Istanbul Okan University,Higher education institution / University,Tukey,2024-04-02,,okan.edu.tr,emel.koc@okan.edu.tr,
İstanbul University Cerrahpaşa,Higher education institution / University,Türkiye,2025-03-15,,https://www.iuc.edu.tr/tr/_,melikenur.baglama@ogr.iuc.edu.tr,
"Italian Academy for Advanced Studies, Columbia University",Higher education institution / University,United States,2024-04-02,,https://italianacademy.columbia.edu/,bf2187@columbia.edu,
ITB,Higher education institution / University,indonesia,2024-04-02,,itb.ac.id,targo@itb.ac.id,
iThINK Chemistry India,Higher Education Institutions,India ,2023-08-09,Asia-Pacific,https://www.instagram.com/ithinkchemistry/,ithinkchemistry22@gmail.com,
IU International University of Applied Sciences,Higher Education Institutions University,Germany,2023-07-11,Europe,https://www.iu.org,info@globalinterfaithuniversity.net,
IUEC,Higher Education Institutions,Republic of Korea,2022-10-17,Asia-Pacific,,mihye70@gmail.com,
Jadara University,Higher education institution / University,Jordan,2024-04-02,Western Asia,www.jadara.edu.jo,lama.haddad@jadara.edu.jo,
Jansons Institute of Technology,Higher education institution / University,India,2024-04-02,,https://jit.ac.in/,principal@jit.ac.in,
Jawaharlal Nehru University,Higher education institution / University,India,2025-03-15,,https://www.jnu.ac.in/node,jyoti.edu91@gmail.com,
Jean Moulin Lyon 3 University,Higher Education Institutions,France ,2012-01-02,Europe,https://www.univ-lyon3.fr/accueil-en,presidence@univ-lyon3.fr;muriel.martin@univ-lyon3.fr; jean-philippe.pierron@univ-lyon3.fr; valerie.plat@univ-lyon3.fr;claire.harpet@univ-lyon3.fr;,
Jensly International School ,Higher education institution / University,Dominican Republic ,2024-04-02,,jenslyinternationalschool.com,jenslyinternacionalschool@gmail.com,
JK Lakshmipat University,Higher education institution / University,India,2025-03-15,,jklu.edu.in,nagendra.gupta@jklu.edu.in,
Joseph Ayo Babalola University,Higher Education Institutions,Nigeria ,2022-09-01,Africa,https://www.jabu.edu.org,aoakintayo@jabu.edu.ng,
Jouf University ,Higher education institution / University,Saudi Arabia,2025-03-15,,https://ju.edu.sa/en,mrelaassar@ju.edu.sa,
K V R College ,Higher education institution / University,india ,2024-04-02,Asia-Pacific,kvrcollege@yahoo.com,drkishorechatla@gmail.com,
K. K. Wagh Institute of Engineering Education and Research,Higher education institution / University,India,2025-03-15,,kkwagh.edu.in/engineering,knnandurkar@kkwagh.edu.in,
,,,,,,,
