Title,Date,Venue,Partners,Description,Series,SDGs,Concept Note,YouTube Link,Theme,Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening session on accelerating recovery from COVID-19 and implementing the 2030 Agenda,10-Jul-23,"CR5, UNHQ",UNITAR,"the opening session addressed the 2023 SDG Learning, Training, and Practice, focusing on the UN High-Level Political Forum's theme of accelerating recovery from COVID-19 and implementing the 2030 Agenda. The session highlighted the challenges faced, progress made, and the need for international cooperation and funding for achieving the Sustainable Development Goals.",2023,17,https://sdgs.un.org/events/opening-session-52859,https://cdnapisec.kaltura.com/p/2503451/embedPlaykitJs/uiconf_id/49754663?iframeembed=true&entry_id=1_x8h4rw23&config[playback]={%22audioLanguage%22:%22en%22}&config[ui]={%22locale%22:%22en%22},,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradigm shift: tools to ensure best practice when engaging marginalized communities and youth,10-Jul-23,"CR5, UNHQ",International Movement ATD Fourth World and Fundação Antonio Meneghett,"This session focused on SDG 17 (Partnership for the goals) and emphasized that achieving the 2030 Agenda relies on involving poverty-affected communities and youth in designing solutions. This session examined effective tools to advance multiple SDGs, while fostering equitable participation and ethical collaboration. This session also encouraged inclusive policy-making, amplifying the voices of impacted communities and youth",2023,17,https://sdgs.un.org/events/session-1-paradigm-shift-tools-ensure-best-practice-when-engaging-marginalized-communities,https://cdnapisec.kaltura.com/p/2503451/embedPlaykitJs/uiconf_id/49754663?iframeembed=true&entry_id=1_x8h4rw23&config[playback]={%22audioLanguage%22:%22en%22}&config[ui]={%22locale%22:%22en%22},,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Resilience in a time of crisis: Transforming Energy access, Climate Action Learning and strengthening indigenous knowledge to achieve the SDGs",11-Jul-23,Virtual,"Transforming Energy Access Learning Partnership (TEA-LP), University of Cape Town, International Association for the Advancement of Innovative Approaches to Global Challenges IAAI GloCha, CANEUS Pawanka Fund, FILAC and UNITAR","Focusing on SDG 7 (Affordable and clean energy), this virtual session featured objectives including: leveraging expertise from multistakeholder partners; introduce cutting-edge methodologies, including practical examples such as energy access education for SDG 7, Indigenous knowledge research infrastructure, green growth strategies, and blockchainenabled climate action learning; fostering collaboration; sharing of lessons and practices, and promoting a global movement for climate education and local SDGs empowerment.",2023,7,https://sdgs.un.org/events/session-3-resilience-time-crisis-transforming-energy-access-climate-action-learning-and,https://youtu.be/siuzLVzwbRs,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sustainability in Action: The Role of Facility Management and Electrotechnology’s Impact on the SDGs - A New Story,11-Jul-23,"CR5, UNHQ","IFMA Foundation, International Electrotechnical Commission (IEC)","This session focused on SDG 17 (Partnership for the goals), and discussed in depth the role of facility management in addressing global challenges, indoor air quality's impact, and how management facilities contribute to implementation of the Sustainable Development Goals.",2023,17,https://sdgs.un.org/events/session-4-sustainability-action-role-facility-management-and-electrotechnologys-impact-sdgs ,https://cdnapisec.kaltura.com/p/2503451/embedPlaykitJs/uiconf_id/49754663?iframeembed=true&entry_id=1_mpds4z2d&config[playback]={%22audioLanguage%22:%22en%22}&config[ui]={%22locale%22:%22en%22},,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG Synergies: a tool to support decision making in implementing the 2030 Agenda,12-Jul-23,Virtual,Stockholm Environment Institute (SEI,"With a focus on SDG 17 (Partnership for the goals), this virtual session aimed at enhancing the adoption and capability to utilize SDG Synergies, targeting government, academia, and civil society stakeholders worldwide, utilizing the HLPF as a platform to showcase the potential of SDG Synergies in understanding cross-impact interactions among the SDGs. The session included a training workshop to facilitate skill development, peer collaboration, and networking, by presenting the tool's features, usage, case studies, and access instructions.",2023,17,https://sdgs.un.org/events/session-5-sdg-synergies-tool-support-decision-making-implementing-2030-agenda-52866 ,https://youtu.be/p45ms5p2Tuw ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Sustainable Cities: Harnessing the potential of local communities to withstand crises,12-Jul-23,"CR5, UNHQ","Cities Alliance Slum Dwellers International (SDI), Swiss Agency for Development and Cooperation (SDC), United Cities and Local Governments (UCLG), Women in Informal Employment, Globalizing and Organizing (WIEGO)","Targeted on both SDG 11 (Sustainable cities and communities) and SDG 17 (Partnership for the goals), this session encouraged peer learning and idea exchange among urban actors, focused on locally-led strategies for response, recovery, and resilience-building in cities, and aimed at promoting equitable development and inclusivity. The session reviewed methodologies to facilitate knowledge and best practice sharing related to successful urban recovery and resilience approaches, while also fostering collaboration and partnerships among various stakeholders including local authorities, community-based organizations, government agencies, NGOs, to enhance coordinated efforts and resource leverage for sustainable recovery and resilience",2023,"11,17",https://sdgs.un.org/events/session-6-building-sustainable-cities-harnessing-potential-local-communities-withstand ,https://cdnapisec.kaltura.com/p/2503451/embedPlaykitJs/uiconf_id/49754663?iframeembed=true&entry_id=1_vqgpsjzl&config[playback]={%22audioLanguage%22:%22en%22}&config[ui]={%22locale%22:%22en%22} ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerating resilient recovery: Role of Infrastructure Sector and Entrepreneurship,13-Jul-23,Virtual,"UN-Habitat, UNCTAD, International Anti-Corruption Academy (IACA), Think Tank AlterContacts","Focused on SDG 11 (Sustainable cities and communities) and SDG 17 (Partnership for the goals), this virtual session explored pathways for resilient post COVID-19 recovery by leveraging the SDG Cities Global Initiative, transparent infrastructure development, and urban entrepreneurship. Through interactive discussions, digital tools introduction, presentation of corruption prevention tools, and sharing insights on urban expansion, the session aimed to promote institutional synergies for implementing the 2030 Agenda by addressing sustainable city acceleration, corruption risks in infrastructure, urban entrepreneurs' role in innovation, and lessons from pandemic-resilient entrepreneurs.",2023,"11,17",https://sdgs.un.org/events/session-7-accelerating-resilient-recovery-role-infrastructure-sector-and-entrepreneurship ,https://youtu.be/Ez5nSctXBec ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabling effective multi-stakeholder partnerships for the Sustainable Development Goals,13-Jul-23,"CR5, UNHQ",The Partnering Initiative Partnerships2030,"Through the lenses of SDG 17 (Partnership for the goals), this session discussed how to enhance awareness and capacity in developing partnership factors for multistakeholder collaborations in support of the SDGs, facilitated by the 2030 Agenda Partnership Accelerator, Partnerships2030, and the Global Forum on SDG Advisory Bodies. This training concentrated on individual and institutional partnering capabilities as well as partnership platforms, equipping participants with practical tools for effective partnering at various levels, aimed at fostering trans",2023,17,https://sdgs.un.org/events/session-8-enabling-effective-multi-stakeholder-partnerships-sustainable-development-goals ,https://cdnapisec.kaltura.com/p/2503451/embedPlaykitJs/uiconf_id/49754663?iframeembed=true&entry_id=1_mlast1kj&config[playback]={%22audioLanguage%22:%22en%22}&config[ui]={%22locale%22:%22en%22} ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SDG 11: Progress, challenges, lessons learned and tools for sustainable transformation of cities",14-Jul-23,Virtual,"Sustainable Cities Institute (Brazil), World Blind Union (WBU), UNIBO and University of Paris Saclay International Association of Universities (IAU)","This session focused on SDG 11 (Sustainable cities and communities) and SDG 17 (Partnership for the goals). This virtual session identified key themes, shared progress, and discussed how to strengthen partnerships among cities, universities, policymakers, urban professionals, civil society (including NGOs), and Organizations of Persons with Disabilities to accelerate SDG 11 implementation through sustainable urban transformation.",2023,11,https://sdgs.un.org/events/session-9-sdg-11-progress-challenges-lessons-learned-and-tools-sustainable-transformation ,https://youtu.be/aF0YJ6V9bKw ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gender-Responsiveness in Partnerships for the SDGs: consultations, tools, strategies and approaches to overcome barriers towards gender equality",14-Jul-23,"CR5, UNHQ","Women's Major Group Center for Migration, Gender, and Justice Mediators Beyond Borders International Centre for Feminist Foreign Policy (CFFP)","Concentrated on SDG 17 (Partnership for the goals), this session provided strategic insights and practical knowledge to participants on finding sustainable solutions for their communities. The session discussed in depth the methodologies to enhance dialogue, collaboration, and partnerships among various stakeholders to achieve the SDGs by 2030. The session involved panel discussions on themes including the Gender-Migration Index, effective stakeholder engagement through conflict resolution strategies, and building and utilizing NGO consultations for gender equality.",2023,17,https://sdgs.un.org/events/session-10-gender-responsiveness-partnerships-sdgs-consultations-tools-strategies-and ,https://cdnapisec.kaltura.com/p/2503451/embedPlaykitJs/uiconf_id/49754663?iframeembed=true&entry_id=1_i7jfat05&config[playback]={%22audioLanguage%22:%22en%22}&config[ui]={%22locale%22:%22en%22} ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening Session-SDG Learning and Training 2022,5-Jul-22,"CR8, UNHQ",UNITAR,"Opening session of the SDGs Learning, Training and Practice 2022, was held inperson at Conference Room 8, NYHQ with live stream on UN WebTV. This high-level session was moderated by H.E. Ms. Egriselda López, Permanent Representative of El Salvador to the United Nations, and featured welcoming remarks from H.E. Mr. Collen Vixen Kelapile, 77th President of the Economic and Social Council (ECOSOC), and Mr. Liu Zhenmin, UnderSecretary-General for Economic and Social Affairs, UNDESA, as well as Mr. Leonel Antonio Fernández Reyna, Former President of the Dominican Republic, as the keynote speaker. Mr. Fernandez highlighted the urgency to provide policy reform and resources to ensure universal quality education and stated that “…the learning crisis expands inequality, which creates learning deficits with long-term and lasting consequences”, with COVID-19 as our wake-up call.",2022,17,https://sdgs.un.org/events/opening-session-sdg-learning-and-training-2022-46685#background ,https://www.kaltura.com//p/2503451/embedPlaykitJs/uiconf_id/49754663?iframeembed=true&entry_id=1_40a3dr7t ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 2030 Agenda and global challenges Interconnections: a reflection on nuclear weapons and SDG implementation,6-Jul-22,"CR8, UNHQ",UNITAR; Hiroshima Organization for Global Peace (HOPe); Hiroshima Prefecture,This session raised the issue of the interconnections between nuclear weapons issues and the Sustainable Development Goals (SDGs). Panelists discussed how promotion of nuclear disarmament and the elimination of nuclear weapons could contribute to the achievement of the SDGs and the realization of a sustainable future for humankind.,2022,,https://sdgs.un.org/events/session-1-2030-agenda-and-global-challenges-interconnections-reflection-nuclear-weapons-and ,https://www.kaltura.com//p/2503451/embedPlaykitJs/uiconf_id/49754663?iframeembed=true&entry_id=1_40a3dr7t&kalturaStartTime=2664 ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transformative education, digital learning and partnerships towards a more sustainable and equitable future",7-Jul-22,Virtual,"Global Schools Program; United Nations Sustainable Development Solutions Network (SDSN); HUB MY World Mexico; International Association of Universities (IAU), with ACU and AUF; York University, Canada (York International & UNESCO Chair)","Focused on SDG4 (quality education), with key objectives including: exploring innovative approaches to achieving transformative education via partnerships, best practices and digital learning; providing tangible resources and take-aways for participants to implement best practices in their own context; and offering a platform to discuss best ways to achieve the outcomes in the UNESCO Futures of Education Report and the 2030 Agenda for Sustainable Development.",2022,4,https://sdgs.un.org/events/session-2-transformative-education-digital-learning-and-partnerships-towards-more ,https://youtu.be/IQUqcfwcWyM ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transformational Partnerships: national platforms and practical tools to promote collaboration, policy integration and coherence",6-Jul-22,Virtual," German Federal Ministry for Economic Cooperation and Development; Ministry of Public Service, Labour and Social Welfare, Government of Zimbabwe; Division for Sustainable Development Goals (DSDG/UN DESA); The Partnering Initiative - TPI","It provided participants with insights and practical tools on: How multi-stakeholder partnerships generate transformational change How to manage partnerships effectively Tracking and measuring impacts of partnerships, with focus on their added value What has and has not worked, including in relation to how funders have supported partners/partnerships in response to COVID-19 Tools that can help funders better support transformational partnerships Good practices around stakeholder engagement in partnerships In-depth case study of partnerships for sustainable development in Zimbabwe, including their National Development Strategies and 2021 Voluntary National Review. T",2022,17,https://sdgs.un.org/events/session-3-transformational-partnerships-national-platforms-and-practical-tools-promote ,https://youtu.be/Mm4yaua9j98 ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Learning Disrupted: Reimagining Learning Ecosystems. A learning session on data, new skills, accountability and integrity",6-Jul-22,Virtual,"International Council for Adult Education (ICAE), The World Bank, UNDP Namibia in partnership with Office of the Prime Minister, Statistics Division/UN DESA on behalf of the Global Network of Institutions for Statistical Training (GIST)","This session focused on SDG4 (quality education), with key objectives including: exploring innovative approaches to achieving transformative education via partnerships, best practices and digital learning; providing tangible resources and take-aways for participants to implement best practices in their own context; and offering a platform to discuss best ways to achieve the outcomes in the UNESCO Futures of Education Report and the 2030 Agenda for Sustainable Development",2022,4,https://sdgs.un.org/events/session-4-learning-disrupted-reimagining-learning-ecosystems-learning-session-data-new ,https://youtu.be/hi3bT3v0geQ ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protecting our Ocean: SDG 14 and its interlinkages,7-Jul-22,Virtual, ESRI; American College of Greece,"Throught this session discussed, through various lenses, the ways by which the land and ocean are interlinked and how one ecosystem depends upon or is impacted by the other. The session discussed the effect of the maritime industry and other human activities on marine ecosystems and explored the interaction between life below water and life on land using Geographic Information Systems (GIS).",2022,14,https://sdgs.un.org/events/session-5-protecting-our-ocean-sdg-14-and-its-interlinkages-46713 ,https://youtu.be/KiDGEMbKvG4 ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achieving gender equality: measuring progress and advocating for systems change,7-Jul-22,Virtual,"UN Women; Women@theTable; Women’s Major Group; Center for Migration, Gender and Justice","It was focused on understanding where we are on achieving the SDGs from a gender equality perspective and how, through bold and accelerated action, this bleak picture can be transformed so that we can get back on track to achieving gender equality. The session was divided into four parts dealing with the following topics: Introduction: Status of data availability on the SDGs from a gender perspective, Data Gaps/Challenges: Spotlight AI, Data Tools: SDG5 Tracker and GenderMigration Index (GMI), and Data to Action: insights from Civil Society Advocacy",2022,5,https://sdgs.un.org/events/session-6-achieving-gender-equality-measuring-progress-and-advocating-systems-change-46714 ,https://youtu.be/Haq_LM73TV0 ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Human rights education, global citizenship and transformative methods to accelerate sustainable development and resilient recovery",11-Jul-22,Virtual,Permanent Mission of Denmark to the United Nations in New York; The Millennials Movement; The Baltic Sea Challenge; The Nordic Network for Sustainable Development at the Nordic Network for Adult Learning; The Danish Institute for Human Rights.,"This session aimed to spotlight how education, innovation, collaboration, engagement and research are the foundations for the future. Presenters shared examples, tools and discussed how to untap education’s potential for demonstrable change and progress. The session focused on Human Rights Education (HRE) as an integral element of inclusive and equitable quality education (SDG 4) and an essential driver for meeting the targets contained within the 2030 Agenda. The session also shared examples of transformative methods for enhancing sustainable lifestyles through peoplecentered participatory methods, community-level engagement and empowerment",2022,4,https://sdgs.un.org/events/session-7-human-rights-education-global-citizenship-and-transformative-methods-accelerate ,https://youtu.be/PO0KLLCjwiM ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sharing solutions: SDG financing, knowledge research and community participation for sustainable recovery, planning and transformation",11-Jul-22,Virtual,"National Planning Department, Government of Colombia; CANEUS; Division for Sustainable Development Goals/UN DESA; FILAC; AJEMALEBU SELF HELP","This session discussed financing strategies for the SDGs as mechanisms to optimize the mobilization of different financial sources. A global research and knowledge repository initiative called ""Indigenous Knowledge Research Infrastructure IKRI” was presented as a valuable learning and training tool for SDG implementation. The session also shared best practices on community participation for sustainable recovery, planning and transformation. The session presented an overview of UNDESA and ECLAC collaboration aiming at supporting sustainable recovery and resilience towards the Sustainable Development Goals in the Caribbean SIDS.",2022,17,https://sdgs.un.org/events/session-8-sharing-solutions-sdg-financing-knowledge-research-and-community-participation ,https://youtu.be/IgApUt7amAg ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Innovative tools for target setting, peer learning and policy dialogue on SDG 4 and SDG competencies",12-Jul-22,Virtual,"Ministry of Education and Science of the Kyrgyz Republic; Leeds Beckett University and EMJMD Genial Consortium; Lulea University of Technology; Global Education Monitoring (GEM) Report, UNESCO; UNITAR; Université de Lorraine.","This session aimed at introducing the Global Education Observatory (GEO), a new gateway website for SDG 4 related information in member states. It also presented strategies to integrate planetary health into education systems in order to prevent future pandemics. The session further shared successful, innovative practices on quality world class green IT education provision models through strong collaborative joint partnerships and a SDG fitness tool.",2022,4,https://sdgs.un.org/events/session-9-innovative-tools-target-setting-peer-learning-and-policy-dialogue-sdg-4-and-sdg ,https://youtu.be/LyDRAJA7qnI ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building strong and global partnerships to achieve the SDGs,12-Jul-22,Virtual,"Supreme Committee for Delivery and Legacy – Generation Amazing, Government of Qatar; SDG2030.me; University for Peace (UPEACE); IFRC; UNODC; International Forum for Understanding.","This session approached sustainable development in a cross-sectoral manner, specifically promoting best practices and including diverse stakeholders ranging from leading academics and UN and INGO representatives to grassroots activists and educators working in the field. The diversity of issue areas and participation contributed to an intergenerational narrative to advance the full implementation of the 2030 Agenda for Sustainable Development.",2022,,https://sdgs.un.org/events/session-10-building-strong-and-global-partnerships-achieve-sdgs-46718 ,https://youtu.be/CS8rTGGWgus ,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
